movement_time,speed_variance,path_efficiency,curvature_sum,click_dwell,typing_flight_avg,label
841.6583721315747,0.4512422906920644,0.5688793387605121,21.08287984294924,124.95097056878075,225.27521180879944,0
670.4389761781878,0.3975310325978176,0.9552587674336129,10.530753872060222,111.16181774132517,260.35611677101565,0
1249.2113241031616,0.2440855744066479,0.5340586722724864,20.510212359178457,131.04534963479364,256.65048169588835,0
801.9013881440327,0.2045463443507674,0.8832468008964047,10.213391317647403,108.49649616181452,258.50501439065124,0
1117.8663773557746,0.27703082584013317,0.7297273987038132,5.4045540004874795,149.38865066178374,188.19383426367824,0
991.8216975191415,0.44410065706625096,0.45391370129993874,6.625334160357662,136.06867108607915,218.36241680821155,0
1248.9736835347917,0.48537627070875317,0.6684449582653831,30.40195527233158,138.8297957287579,295.0054382044438,0
1015.9488627650949,0.3499148948575314,0.7746181825857801,17.57841248807751,131.8635058247909,134.4611806084336,0
932.0111784963725,0.26207120711363785,0.9771480872570801,6.638885258484595,118.65727997371371,167.0877735865604,0
1413.1551553017525,0.38365667051123037,0.5667516826945286,51.43624252646249,145.8083874278134,222.274581608873,0
1366.3093349574428,0.2463080889964643,0.9754296300987821,20.788958596432185,136.24463138954633,129.9577689708721,0
1187.8514911433617,0.3827711006414819,0.955592297657455,34.768885233638905,80.5036356158685,163.89381224500053,0
1171.7166612042283,0.684237894457919,0.6943876221986746,4.184799208078932,119.65124425141762,261.5464561014383,0
804.4633881449124,0.48994015315358774,0.7360650545082034,10.675157985560098,133.58265309149215,138.4377047519107,0
948.6197734638364,0.18202629044314234,0.8490764294634602,12.964928541498484,129.18101781928345,143.6978752435113,0
1034.817609800353,0.37838475250358555,0.628595722547402,10.571887659835255,86.28872769347258,107.98315929748227,0
1355.5676346598066,0.12917403506268318,0.9242021602443034,28.38572112522879,142.2537577625248,127.83377253900497,0
819.3029418217614,0.46969061777849436,0.7387727199440872,3.5246254784965854,115.25921662998616,132.21638811429165,0
1023.9143086937632,0.3047363127418163,0.7360997402931633,17.038461502782067,140.694072489976,229.87196999600022,0
1010.5147519198883,0.8679746305505734,0.20262146489786867,3.987364288155588,98.06602685807721,235.37630417042382,0
1134.7642861132153,0.24226926936641777,0.9493357024902475,4.969633222183196,103.20177827996832,239.71087844880523,0
1303.947225944676,0.5393167537872512,0.3070277639575491,10.170627796553969,92.1463988983154,278.53856926327046,0
701.8921784822729,0.27253483320490823,0.8600499663939174,5.5947016501391005,122.76479249907919,223.3337953709252,0
652.1613728393315,0.8166150461287687,0.7623375778182642,42.95951689262709,92.99429737567652,164.4878160188692,0
1069.6085639340922,0.12041477697934092,0.9759659068549669,5.773197365607181,109.26268981271508,165.02085695906155,0
985.7679158586061,0.7707486449500478,0.9452282404757041,32.213514371408216,96.86208622736042,111.87421564033025,0
901.4536522119614,0.3241707428785648,0.7537075837017139,19.669707685384306,149.9821649239165,157.27244991644025,0
1395.5754094596723,0.35751237072715303,0.28705289316759364,41.79467056004411,101.65274631537812,260.8644765738095,0
948.0172018757346,0.40540948057719556,0.9685379266815551,25.096551870999477,87.45246792667123,224.01814212843067,0
1407.6379113938297,0.6070326226209702,0.7000038504802503,6.15195731668747,125.06532529551832,113.8983085850104,0
818.2324080956978,0.6962433860689253,0.5455020837794706,9.360704448445768,133.0787193545807,280.749146189916,0
1460.688639765271,0.3230399765290268,0.4736798942845687,28.19551138241869,146.0633815295702,222.87473985904018,0
718.9906834686251,1.053654213032406,0.5121902813395734,5.802052548439119,143.47431523958926,206.48211278536922,0
644.8999071409085,0.9705572099000113,0.9353892333121393,2.1121910427427135,123.24599403860134,178.5249379010279,0
1389.3759545277176,0.19579355843346086,0.9950678931852932,5.099766028998657,127.45940519320021,253.1654930168464,0
674.6951098951473,0.6691864702400873,0.7004427486211482,5.487162918475283,95.78547677835546,181.01265887748545,0
618.0892119424366,0.506359370526039,0.8610031170382426,11.197054322935482,112.30567313320094,215.16810940731716,0
1458.9312410102439,0.37237598946254336,0.9300115206944284,16.627465101478837,82.52889397530465,253.99519880208027,0
965.0196401277992,0.4842227860650533,0.7354135149310745,7.133017214742203,87.5123829140566,220.28972126271879,0
804.3419705124317,0.5449791633996931,0.5399341862230278,39.45951941917944,127.00454624428448,149.51755354861464,0
1047.5336723811095,0.16750680163609014,0.967564839494015,24.26654283311657,80.29566233397927,277.7859206339499,0
